spotid	spotname	geo-coordinates
7134860	De Buck Gallery	POINT(-74.004259666 40.749194793)
6438817	nutbox	POINT(-74.0058805889 40.7421088)
2659448	AquaBlu Tower	POINT(-74.031669917 40.730039583)
7017382	AllSaints Meatpacking District	POINT(-74.006652995 40.740717304)
6438754	Jacques Torres Chocolate	POINT(-74.005299 40.743344)
121064	The Half King	POINT(-74.0042262862 40.7480094884)
6666702	Food Basic	POINT(-74.04359554 40.76431338)
866866	Rare Gallery	POINT(-74.0043408876 40.7510240145)
2623480	Bar Suzette: World Crepe Bar	POINT(-74.00580328 40.74209252)
7153175	Mary Ryan Gallery  	POINT(-74.004188157 40.749886008)
1238085	Ramscale penthouse	POINT(-74.009873329 40.73674568)
7398738	KINZ+TILLOU	POINT(-74.0041797 40.7501539)
172023	Amy's Bread	POINT(-74.0057645392 40.7420715163)
6605512	Jingle	POINT(-74.005686804 40.742154898)
566425	Abe & Arthur's	POINT(-74.0060880748 40.7413925577)
6438888	The Filling Station 	POINT(-74.00570863 40.74208783)
461186	Google	POINT(-74.0055638552 40.7423717798)
7555022	Efva Attling New York	POINT(-74.006845951 40.740087569)
1136597	Drunken Horse	POINT(-74.004143 40.74704)
664622	RdV	POINT(-74.0063171387 40.7409057617)
652014	Son Cubano	POINT(-74.0061247833 40.7412218)
1269416	Dine & Murphy Gallery	POINT(-74.00411188 40.75047737)
425909	Bumble and bumble.	POINT(-74.0066179833 40.74038665)
6986044	West Village	POINT(-74.008670738 40.737785775)
658045	Rush Arts	POINT(-74.0040545833 40.7500732)
2587892	Hudson River Waterfront Park	POINT(-74.0105366707 40.7360229443)
13594	Mixed Greens	POINT(-74.0040492712 40.7501773864)
1033566	Tesla Motors	POINT(-74.0039842833 40.7494423167)
953379	Hugo Boss	POINT(-74.005934 40.7414532278)
6648120	Trina Turk	POINT(-74.00580155 40.74167853)
6648119	Trina Turk	POINT(-74.00580155 40.74167853)
612062	Clamp Art	POINT(-74.0039917945 40.7499154284)
7153159	Claire Oliver Gallery 	POINT(-74.003952721 40.749626799)
1033616	From Earth To You	POINT(-74.0039315833 40.7488702333)
210163	WebMD	POINT(-74.0062502 40.7408353)
590190	Jim Kempner Fine Art	POINT(-74.00394535 40.7480414667)
71960	PPOW	POINT(-74.0039285849 40.7492932169)
231772	Bistro Bagatelle	POINT(-74.0064047852 40.7405711951)
171954	The Red Cat	POINT(-74.0039523333 40.7478703667)
7099080	Green Rock	POINT(-74.012332 40.734574)
7101447	Wicked Wolf	POINT(-74.012332 40.734574)
2659754	Newport Spirts	POINT(-74.032681317 40.729879167)
493147	Cielo	POINT(-74.0068667923 40.7398527667)
399976	Revel	POINT(-74.0068697587 40.7398367035)
530343	5 Ninth	POINT(-74.00620925 40.74082589)
456858	Bottino Take Out	POINT(-74.0038667833 40.7490480333)
113287	Wired Store	POINT(-74.00646595 40.7403774833)
13371	Design Within Reach	POINT(-74.0059876442 40.7411524602)
590160	Max Lang Gallery	POINT(-74.0038871148 40.7478161283)
512814	Kiss & Fly	POINT(-74.0064432167 40.7403504333)
7064526	Kiss And Fly	POINT(-74.00628015 40.740585975)
954191	Chelsea Wine Vault	POINT(-74.0053653717 40.7422092051)
469694	Dorrian's	POINT(-74.0344493452 40.730032998)
4075249	Griffin	POINT(-74.006943368 40.739545781)
7438912	Sleep No More	POINT(-74.003945083 40.751073417)
7314321	Soho House Pool Roof Top	POINT(-74.00616472 40.74068433)
6487335	Villa Pacri	POINT(-74.006977 40.739477)
1531082	La Gazzetta	POINT(-74.0069789817 40.7394708377)
13590	James Cohan Gallery	POINT(-74.0038024792 40.7500602252)
617927	Buddah Bar - New York	POINT(-74.0060622 40.74082434)
7460626	Gunbar	POINT(-74.0069530933 40.7394867096)
1160993	30 Newport Parkway	POINT(-74.0334963799 40.7298523686)
27885	Hudson River	POINT(-74.0099143982 40.7614309033)
356695	The Eagle	POINT(-74.0040218949 40.751697004)
1458272	Alexander McQueen	POINT(-74.00610846 40.74072629)
313785	Paradou	POINT(-74.0067694751 40.7397215526)
7579791	The Ranch	POINT(-74.003784751 40.747521452)
47083	5/9th	POINT(-74.0069714588 40.7394222698)
749744	Cat's Apt	POINT(-74.0339688464 40.7298969719)
1085837	Pepe Giallo	POINT(-74.0037024021 40.7493370771)
7220730	The Gansevoort	POINT(-74.00606632 40.74069213)
7153246	Loretta Howard	POINT(-74.00368713 40.749346449)
370023	Fat Witch 	POINT(-74.0057747932 40.7411735508)
2349815	USPS Post Office	POINT(-74.0036970377 40.7480494503)
655980	Friedman's Lunch	POINT(-74.00596302 40.74083733)
244214	Tortilla Flats	POINT(-74.0085745912 40.7374448651)
688417	Chelsea Thai Wholesale	POINT(-74.00596821 40.74076551)
7279653	Brecht Forum	POINT(-74.0096308094 40.7363560328)
435326	The Griffin	POINT(-74.00595718 40.74071836)
6651850	Chandler Chicco Companies	POINT(-74.00584179 40.74090939)
428440	Paul Rudd's House	POINT(-74.0078121365 40.7381817258)
6972519	Acumen Fund	POINT(-74.005773 40.741004)
7313152	Soho House Roof Top Pool	POINT(-74.005951228 40.74065808)
729772	Friedman Benda	POINT(-74.0035843849 40.7500123404)
3144591	Bambi Baby	POINT(-74.0321715 40.72954835)
7025972	Buonitalia	POINT(-74.00574088 40.74096149)
364718	Dr. Daub's Office	POINT(-74.04213118 40.76562404)
239785	Soho House New York	POINT(-74.005998373 40.740534663)
332301	Marquee Nightclub	POINT(-74.00358116 40.75022006)
21553	Apple Store, West 14th Street	POINT(-74.0055263042 40.7412987797)
1074111	Anthropologie	POINT(-74.00574308 40.7409147)
579338	Trestle on Tenth	POINT(-74.0035092831 40.7484111467)
1594029	West 23rd St & 10 Avenue	POINT(-74.0035307407 40.7478189468)
7443154	STK	POINT(-74.00573378 40.74087351)
5161393	CarteBlanche	POINT(-74.00569707 40.74091148)
194358	Pastis	POINT(-74.0064277651 40.7397496726)
7507722	Macelleria	POINT(-74.006708786 40.739332344)
443605	The Pink Elepannt	POINT(-74.00353435 40.7505986333)
2931646	Thomas Jefferson Building	POINT(-74.033768417 40.729640883)
6350755	Gaslight Pizzeria	POINT(-74.005687231 40.740847504)
7403654	Crazy Levi's Pinball	POINT(-74.0034931898 40.750426054)
6923406	The Standard Hotel - Bar	POINT(-74.01014292 40.73568499)
1333022	Weehawken Municipal Building	POINT(-74.022018433 40.767608643)
885966	Hotel Gansevoort	POINT(-74.0055558 40.74102294)
799007	Eleni's 	POINT(-74.0052087348 40.7416534812)
3144639	Stevens Cooperative School	POINT(-74.032349383 40.7294422)
411122	General Theological Seminary	POINT(-74.0037452 40.7455359667)
1001558	Scores	POINT(-74.0035636333 40.7512359333)
151071	Manhattan Mini Storage	POINT(-74.00337827 40.74952667)
5996547	Eleni's	POINT(-74.00545221 40.74113494)
102468	Entwine	POINT(-74.0083070844 40.7373302919)
7176375	Merce Cunningham Dance Company	POINT(-74.00920126 40.736453095)
1333941	Art Bar	POINT(-74.00556582 40.74092513)
1088821	Stella's Pizza	POINT(-74.00554138 40.74096)
808866	Nero D'Avola	POINT(-74.0066166552 40.7393051385)
681840	BN.com	POINT(-74.0051429667 40.7416548833)
6460077	Ruthy's	POINT(-74.005022049 40.741884055)
520638	Barbuto	POINT(-74.0082163333 40.7373882167)
915495	Sperone Westwater	POINT(-74.00543969 40.74107843)
58496	Spice Market	POINT(-74.0057506218 40.7405398781)
568981	Ovest (Luzzo's West)	POINT(-74.00341465 40.7506073167)
789985	NanoGIANT New York Offices	POINT(-74.0061608392 40.7398915493)
769627	BN.com	POINT(-74.0057404 40.74053829)
5221261	Cooking Channel Food Truck	POINT(-74.00557852 40.74078422)
7505892	Louell's	POINT(-74.003292335 40.748232847)
4128314	Don Giovanni Ristorante	POINT(-74.003341675 40.747184753)
148162	Home	POINT(-74.0033264006 40.7473027541)
897992	The Lobster Place	POINT(-74.00544345 40.74090158)
890014	Comix	POINT(-74.00537818 40.74101048)
1043062	Gaslight Pizza	POINT(-74.0056718634 40.7405131538)
2415647	MLB Advanced Media	POINT(-74.0047430992 40.7421929476)
850529	Ivillage.com	POINT(-74.00536924 40.74099195)
433643	Burke's Bar	POINT(-74.03837817 40.73043841)
921800	The New School for Drama	POINT(-74.0092813969 40.7361774046)
677513	Valero - Newport	POINT(-74.0417555833 40.7315951833)
173842	202	POINT(-74.0048131951 40.7419639158)
5535736	Dickson's	POINT(-74.00526155 40.741112667)
998791	Crepe Cafe Cart	POINT(-74.0103697667 40.7352391)
6787977	Anthropologie	POINT(-74.004940645 40.741695929)
644326	Green Table	POINT(-74.0052580833 40.7411036869)
264979	Starbucks	POINT(-74.0049147606 40.7417377364)
6595239	The Bunker	POINT(-74.00549529 40.74066234)
6466329	Melissa Shoes Sample Sale	POINT(-74.003243128 40.750600975)
466656	Subway	POINT(-74.0041378833 40.74343065)
6336167	Tuck Shop	POINT(-74.004772 40.741967)
1596336	10th Avenue & West 25th Street	POINT(-74.0031123161 40.7490613823)
864261	The Collective	POINT(-74.006129144 40.7396217966)
480715	Sunoco	POINT(-74.0409333177 40.7312106782)
5078521	Apple Corporate Headquarters	POINT(-74.005044954 40.741379786)
418526	Tanuki Tavern	POINT(-74.0059795976 40.7398355699)
231271	Buddakan	POINT(-74.0047001839 40.7420385013)
1261062	Yext HQ	POINT(-74.00487235 40.741678533)
380387	Theory	POINT(-74.0062090219 40.7394739293)
59679	Bill's Bar & Burger	POINT(-74.0056617558 40.7402603105)
376807	Betaworks	POINT(-74.0052387667 40.7409208667)
2379953	Solstice	POINT(-74.00516067 40.74105441)
2954422	Fat Witch Brownies	POINT(-74.004804138 40.741700723)
426082	Gas Light	POINT(-74.0052239 40.7409208167)
2625809	Anthropologie	POINT(-74.0047948444 40.7416547)
1249897	Cinematographer's Guild	POINT(-74.005228 40.740836)
75889	Gansevoort Hotel	POINT(-74.0057650208 40.7399168602)
1186151	Pershing Field	POINT(-74.0533509 40.74112955)
952653	Spotify	POINT(-74.0047472 40.7416386833)
4485666	Le Pain Quotidien	POINT(-74.0049683395 40.7412159034)
56831	Old Homestead Steak House	POINT(-74.0049469471 40.7412500066)
158533	POP Burger	POINT(-74.004896762 40.7413249376)
2660621	Elephant Plaza	POINT(-74.032261633 40.729099333)
641469	Plunge	POINT(-74.0057554471 40.7398671511)
453933	London Terrace Gardens	POINT(-74.0029890962 40.747237791)
190982	Rescue Beauty Lounge	POINT(-74.0061261518 40.7392851588)
3361083	Oakley	POINT(-74.005045232 40.740952821)
738975	Christian Louboutin - West Village	POINT(-74.0062453833 40.7391089833)
6834941	Malaparte	POINT(-74.0081469417 40.7368716927)
142254	The Diner	POINT(-74.0049977224 40.7409838212)
999578	Dos Caminos Meatpacking	POINT(-74.0054151343 40.7402776343)
7211071	Westbeth	POINT(-74.008325719 40.73667749)
6447759	Joshua Liner Gallery	POINT(-74.00316113 40.75188463)
14403	Barocco Wine Bar	POINT(-74.0038847833 40.74324845)
5442842	9 Av & W 18 St	POINT(-74.0039384365 40.7430220744)
738976	Christian Louboutin - West Village	POINT(-74.0063871825 40.7387511939)
210855	675 Bar	POINT(-74.0053484 40.7402161)
13923	The Rusty Knot	POINT(-74.0098285616 40.7351966259)
191524	Scarpetta	POINT(-74.005001058 40.7407343159)
833720	El Faro Restaurant	POINT(-74.0063687823 40.7386894771)
7084281	Buritica HQ	POINT(-74.029553126 40.768893656)
399944	Provocateur	POINT(-74.0054205367 40.7398976376)
11803	J P Morgan Chase	POINT(-74.034698 40.7291722167)
391302	Glass	POINT(-74.0026460695 40.7497710031)
1396038	Drive In 24 Studios	POINT(-74.00353348 40.74361103)
1096898	Comix	POINT(-74.00448665 40.7413295167)
303727	Super Buy Rite Wines & Liquor	POINT(-74.0417299516 40.731052069)
750110	Mansion	POINT(-74.00308975 40.7528785)
1105402	Zemi Restaurant Inc	POINT(-74.003416 40.7437)
637714	The Cabanas 	POINT(-74.0038204193 40.742637995)
408314	New China Restaurant	POINT(-74.0036571122 40.7430154165)
2949482	Subway	POINT(-74.0036058426 40.7431236824)
28111	Google 	POINT(-74.0041874856 40.7417894976)
636806	Hiro Ballroom	POINT(-74.0038740635 40.7424611957)
2447093	Stella's Pizza	POINT(-74.003676523 40.742901978)
919120	Great Sphinx Food Cart	POINT(-74.0041260333 40.7418805333)
518325	La Bottega	POINT(-74.0038727224 40.7424103912)
821849	Quo	POINT(-74.0025023333 40.7496850333)
427551	Matsuri	POINT(-74.0039326245 40.7422634686)
45946	The Maritime Hotel	POINT(-74.0038914978 40.7423392648)
821845	Qui	POINT(-74.00248505 40.7496769333)
378048	Knoll Studios	POINT(-74.003975 40.74207)
1087007	Greene Naftali	POINT(-74.00248706 40.75012642)
6459870	Galanga Garden	POINT(-74.003326893 40.743656106)
923559	19th & 9th Play	POINT(-74.0031408823 40.744189771)
7610483	Brownfeld Auto Service	POINT(-74.002726169 40.751885182)
590197	Broken Motorsports	POINT(-74.0369908746 40.7682485779)
6783842	Google NYC	POINT(-74.004859 40.740349)
210085	The Home Depot	POINT(-74.0408885479 40.730567827)
421494	New Jersey/New York State Line Lincoln Tunnel	POINT(-74.0097054505 40.7628101091)
68644	Holland Tunnel	POINT(-74.0290546417 40.7285271242)
6950599	Cafe de spring	POINT(-74.0290546417 40.7285271242)
680655	The Simple Kitchen	POINT(-74.0035968509 40.7427492255)
1141662	Quo	POINT(-74.0025716333 40.7514086833)
513695	Automatic Slims	POINT(-74.0080925194 40.7362869639)
916664	Palazzo Chupi	POINT(-74.0090990067 40.7353725812)
220280	Red Market Salon	POINT(-74.0054828052 40.7393152095)
224364	Dub Cafe	POINT(-74.0046973427 40.7405254594)
7582722	The High Line	POINT(-74.002506706 40.751121216)
4777071	Rockit	POINT(-74.002527846 40.751339982)
67247	Comix	POINT(-74.0045392513 40.7407460153)
126197	Fatty Crab	POINT(-74.0055906773 40.7390876946)
717555	Sean Kelly Gallery	POINT(-74.0026763833 40.7522666)
351589	Gotham Pizza	POINT(-74.0030943298 40.7438760865)
7434991	Salinas	POINT(-74.0031461252 40.7437060964)
6447701	DubSpot	POINT(-74.0046296589 40.7404946115)
1135996	La Cucina	POINT(-74.0022733 40.7497981)
1435906	Paul Kasmin Gallery	POINT(-74.002287067 40.750112933)
411246	D'Agostino	POINT(-74.0067978089 40.7374513615)
1357866	BN.com	POINT(-74.004004543 40.741520035)
335854	Callen-Lorde Community Health Center	POINT(-74.0031412 40.7433724333)
477984	La Bergamote	POINT(-74.0028447333 40.7442536167)
873111	Pier 45 At Christopher Street 	POINT(-74.01172715 40.7332031333)
85096	Lincoln Tunnel (NJ Side)	POINT(-74.0091848373 40.7626417249)
396069	Chelsea Recreation Center	POINT(-74.0021195833 40.7486741833)
386470	Trapeze School New York	POINT(-74.0025133667 40.7524202333)
3621260	My Secret	POINT(-74.008749967 40.73537885)
2588596	Co Ba	POINT(-74.002142513 40.747637853)
3412024	SocialFlow	POINT(-74.0049455 40.739679)
7547684	Dream Downtown	POINT(-74.003530741 40.742201076)
46410	Myers Of Keswick	POINT(-74.0058901667 40.7383254667)
651931	Tipsy Parson	POINT(-74.0027272076 40.7443301601)
164511	Ole's	POINT(-74.0350318455 40.72878176)
187679	Corsino	POINT(-74.0055997108 40.7387003372)
88730	Hudson Bar and Books	POINT(-74.0055119865 40.738816982)
1004182	Blow	POINT(-74.0043581618 40.7405429515)
879822	M2	POINT(-74.0022185827 40.7512836289)
489738	Three Tarts	POINT(-74.0025821783 40.7446642837)
1577586	Ole Singstad	POINT(-74.0387883782 40.7295871186)
108907	Chanpen Thai Cuisine	POINT(-74.0034926333 40.7421403)
1088056	Omai	POINT(-74.0026275639 40.7444578402)
2661148	Presidential Square	POINT(-74.0327560902 40.7283645157)
442877	Blossom Vegan Restaurant & Cafe	POINT(-74.0022958323 40.74538956)
7164537	The McKittrick Hotel	POINT(-74.00236201 40.75260198)
7593292	High Beer Garden	POINT(-74.002211667 40.752175017)
821588	Rays Boende	POINT(-74.0019865054 40.7467942247)
1586028	Goat Gulch East	POINT(-74.001866207 40.748153674)
7508495	Dil-E Punjab Deli	POINT(-74.002350569 40.744887572)
4003078	La Fusta	POINT(-74.048179033 40.763748425)
846012	Corporal John A. Servalli Playground	POINT(-74.00454035 40.73986285)
490727	Bertucci's Pizza	POINT(-74.0341539383 40.728466959)
590541	Perry Street	POINT(-74.0096847287 40.7342447284)
517633	Rafaella On Ninth	POINT(-74.0022016106 40.7450603488)
2692579	George Washington Building	POINT(-74.032986183 40.728251867)
7209169	Shrine of Our Lady of Guadalupe	POINT(-74.0037034646 40.7410905574)
6141269	Manhattan View	POINT(-74.026221624 40.769539892)
3371070	Jake's Saloon	POINT(-74.001973475 40.74595225)
551891	Le Grainne Cafe	POINT(-74.0020812086 40.7453901094)
89238	House Of Cards And Curiosities	POINT(-74.0057194233 40.7379983831)
688442	Wallse	POINT(-74.0081763268 40.7354132291)
202027	Monettis Pizza	POINT(-74.02708275 40.7696140833)
2932038	James Monroe Building	POINT(-74.033254683 40.72824075)
1080179	Recette	POINT(-74.0063342 40.7372406167)
542539	Hess	POINT(-74.0209597349 40.7687361293)
149326	Billy's Bakery	POINT(-74.0020588847 40.745333638)
7164074	Nyehaus	POINT(-74.002313782 40.744301198)
4886777	Bistro de la Gare	POINT(-74.0055748667 40.7381067)
1085959	Hudson Guild	POINT(-74.0016312952 40.749101647)
1365785	Boca Grande	POINT(-74.03508219 40.728447965)
6583311	Kobma Thai	POINT(-74.005904736 40.737665889)
7051436	Velour	POINT(-74.001659885 40.75019394)
610781	Chris Chase Hair Salon	POINT(-74.0019337833 40.7455722333)
331796	Gaslight	POINT(-74.0039579495 40.7403637701)
188308	Ignighter West Village Apt	POINT(-74.00724895 40.73615545)
383704	Mole	POINT(-74.0054251203 40.7381420608)
416957	Sakura Hana	POINT(-74.0054882443 40.7380425154)
623510	Chelsea Square Resturaunt	POINT(-74.0016732333 40.74661875)
2158790	John Adams Building	POINT(-74.0313575 40.727941111)
866932	Bertucci's	POINT(-74.0344314575 40.7282562256)
472326	Confucius	POINT(-74.0344321 40.7282538)
6666758	SuperWash	POINT(-74.04026949 40.76808502)
7514870	Gotham volleyball	POINT(-74.0024471283 40.7433289289)
307040	Joe The Art of Coffee	POINT(-74.0016071443 40.7467449182)
7164071	Nyehaus	POINT(-74.002032834 40.744520372)
509512	11th Street Cafe	POINT(-74.0075405842 40.7356915745)
116487	The Otheroom	POINT(-74.0084701333 40.73485595)
2692539	Runner's High	POINT(-74.0319612 40.727923417)
2838798	Newport Animal Hospital	POINT(-74.031464823 40.727887684)
7489932	Rainbow City	POINT(-74.001730607 40.751981531)
725096	The Coop	POINT(-74.00639534 40.7368277598)
6294864	The Cathouse!	POINT(-74.031684637 40.727881399)
908830	Moonstruck Diner	POINT(-74.0015794298 40.7464162532)
5600409	The Orient Express	POINT(-74.007439 40.735737)
496294	Port Authority of NY & NJ	POINT(-74.04486135 40.7314540333)
2090921	BN.com	POINT(-74.00326359 40.7412095)
447036	Burger King	POINT(-74.0409105547 40.729720201)
1414168	Pier 46	POINT(-74.01067435 40.733087483)
213229	Duane Reade	POINT(-74.03538364 40.72827905)
6438576	John Lovejoy Elliott Center	POINT(-74.001352787 40.7495376727)
3368003	Alan's Alley Video	POINT(-74.0015351772 40.7463384782)
793040	Bombay Talkie	POINT(-74.0016864 40.7454847333)
2730270	NY Waterways Ferry	POINT(-74.0303850174 40.7277628608)
3552761	Charles Lane	POINT(-74.0085899 40.734596067)
210728	Paris Commune	POINT(-74.0064728024 40.7365254986)
6919688	Nasty London!	POINT(-74.031957057 40.727785741)
699200	West Chelsea Veterinary	POINT(-74.00479537 40.7385239)
1914352	9 Avenue & West 23 Street	POINT(-74.0014064312 40.7464766581)
29180	Klee Brasserie	POINT(-74.0014894022 40.745964611)
502561	The Pantry	POINT(-74.0013588336 40.7467593698)
1574279	GNC	POINT(-74.03910775 40.7290215)
614075	Hudson Farmers Market	POINT(-74.0570101211 40.7511286728)
174947	Pier 76	POINT(-74.0039005667 40.75802295)
176426	Chelsea Pines Inn	POINT(-74.00373495 40.7399193)
1093164	Famous Original Ray's Pizza	POINT(-74.0014316735 40.7457266255)
306511	Dunkin' Donuts	POINT(-74.0274139667 40.7700807667)
277775	Le Grainne Cafe	POINT(-74.00213152 40.74311715)
553719	Deric's Flat	POINT(-74.00233733 40.74255579)
548483	Cuba Cafe	POINT(-74.00233733 40.74255579)
549154	Lasagna Ristorante	POINT(-74.00233733 40.74255579)
1161459	Shoprite	POINT(-74.04311704 40.73031389)
6847793	El Canton-East Coast!	POINT(-74.0327243527 40.7276775754)
7035585	Maritime Hotel	POINT(-74.001357 40.745478)
1194825	Antica Venezia	POINT(-74.0098815 40.7332840667)
2692524	Newport Swim & Fitness	POINT(-74.031702617 40.7275687)
463445	Capital One Bank	POINT(-74.00114545 40.7465717)
739909	Atlantic Theater	POINT(-74.0017358 40.7439322)
6337107	Istanbul Grill	POINT(-74.003337622 40.740290794)
195563	The Vidon	POINT(-74.00286975 40.74114685)
7283863	La Ripaille	POINT(-74.005516952 40.737207206)
293079	Grand Sichuan	POINT(-74.0010447737 40.747013576)
297451	Abingdon Square Park	POINT(-74.0054466167 40.7372462333)
1135997	La Cucina	POINT(-74.0012283325 40.7520172454)
628037	Christ Hospital	POINT(-74.0503299236 40.7346083964)
633270	Mappomondo	POINT(-74.0055576816 40.7370382504)
103737	Canis Minor	POINT(-74.0321121216 40.7275009155)
453817	Thai Chai Yo Restaurant	POINT(-74.0008999106 40.7475216358)
1186799	Linda Gross Theater (Atlantic Theater Company)	POINT(-74.00152635 40.74414585)
6379156	Memphis Downtown NYC	POINT(-74.008490505 40.73416554)
1324120	El Quinto Pino	POINT(-74.0008900106 40.7472663562)
6781807	Lievito Pizzeria	POINT(-74.0060191749 40.7364299079)
114273	Turks & Frogs	POINT(-74.0071051333 40.7353391333)
7188082	Kedean's Generation Tours	POINT(-74.02583 40.7702)
6572355	Little Cheese Pub	POINT(-74.0010124227 40.7462068557)
3798701	Brats	POINT(-74.000989 40.746211)
7483541	Charles Gourmet Produce	POINT(-74.008475665 40.734110185)
309671	Dunkin' Donuts	POINT(-74.0401774 40.768698)
1009399	London Towne Houses	POINT(-74.0011101833 40.74547605)
12614	The Spotted Pig	POINT(-74.0067185437 40.7356482703)
5106351	United Cityscapes	POINT(-74.005101793 40.737400627)
194456	Zampa	POINT(-74.0037004648 40.7392790673)
102411	Grand Sichuan	POINT(-74.0008061373 40.7473494768)
754098	Busstop	POINT(-74.0056402 40.73675054)
7061498	Waterfront bicycle shop 	POINT(-74.010120993 40.732843261)
645051	Lukoil Greenwich Village	POINT(-74.0034895833 40.73957815)
1238683	Kiku Sushi	POINT(-74.0007734299 40.747573959)
5916350	Rockys Pizza	POINT(-74.003110225 40.740195529)
832577	Livestream HQ	POINT(-74.0030370437 40.7403183303)
837242	Livestream	POINT(-74.0024173299 40.7415014157)
1287009	30 Horatio	POINT(-74.003994407 40.7387774445)
535129	Arcadia	POINT(-74.00201106 40.74237215)
3205714	West Side Tavern	POINT(-74.0009182692 40.7461434002)
3257664	Casa La Femme	POINT(-74.008349749 40.734116082)
1000077	The Hub Station	POINT(-74.0081722667 40.7342557)
408439	RiN Thai Cuisine	POINT(-74.0009040899 40.7461198612)
1541044	Smorgas Chef	POINT(-74.00735 40.73494)
3642864	BN.com	POINT(-74.002602399 40.74100021)
7489910	The Lot On Tap	POINT(-74.000913155 40.751755059)
59417	The UPS Store	POINT(-74.0344938 40.7276061833)
1445830	Alpha Fusion	POINT(-74.001869 40.742599)
416782	Westside Tavern	POINT(-74.0007752167 40.7468114)
293440	Txikito	POINT(-74.0006823167 40.7476226333)
46988	Bleecker Playground	POINT(-74.0056838 40.7365609)
7164203	Bongo	POINT(-74.009957314 40.732852364)
584751	August	POINT(-74.00558531 40.73664474)
287312	Co.	POINT(-74.0006850833 40.7472889833)
7395304	Henley on Hudson	POINT(-74.016523361 40.768256723)
123333	Chocolate Bar NYC	POINT(-74.0045867319 40.7378211778)
5892024	Crumpler Bags	POINT(-74.003973667 40.73863395)
2786707	Eastha 	POINT(-74.031051897 40.727231272)
198427	Bus Stop Cafe	POINT(-74.0053040667 40.7369134333)
68727	Co.	POINT(-74.0006600333 40.74712515)
816551	Courtyard Jersey City Newport	POINT(-74.0338545844 40.7274488314)
790266	Deutsch Inc	POINT(-74.0022913352 40.7413928209)
1125791	La Bonbonniere	POINT(-74.0045079833 40.73781775)
37814	BN.com (Barnes & Noble)	POINT(-74.0029600829 40.7400991713)
1218895	The Upholstery Store	POINT(-74.005907 40.736152)
172079	Dublin 6	POINT(-74.0057597851 40.7363032177)
1438948	165 Christopher Street	POINT(-74.009112918 40.733318784)
762461	Hudson River Bike Path	POINT(-74.0104355 40.7323876167)
676302	Gaslight	POINT(-74.0032941673 40.7394681178)
499039	Bonsignour	POINT(-74.0042961023 40.7380170337)
2361372	Mappamondo	POINT(-74.005086422 40.7370309945)
1424795	The Inkpad	POINT(-74.004550658 40.737682333)
7567628	Goldcrest Post	POINT(-74.0058831 40.7360879)
487584	The Place	POINT(-74.0040484 40.73824644)
830471	Callen-Lorde	POINT(-74.00143808 40.74305981)
71825	Tavern On Jane	POINT(-74.0041793386 40.7380530739)
6659867	Michael Kors	POINT(-74.00675272 40.73518538)
6659866	Michael Kors	POINT(-74.00675272 40.73518538)
6562491	Little Marc Jacobs	POINT(-74.00675272 40.73518538)
1326275	James G. Rong DDS	POINT(-74.0447787 40.7305181)
555013	White Columns	POINT(-74.0035727 40.73889672)
485616	Braeburn	POINT(-74.0068467809 40.73509203)
7204919	Nasty Pig	POINT(-74.00122094 40.74366796)
1013637	Babo Teahouse	POINT(-74.0322592802 40.7271363672)
1452751	Anfora	POINT(-74.004254206 40.7378923332)
164424	Corner Bistro	POINT(-74.00378865 40.73850238)
276073	Kawa Sushi	POINT(-74.00386387 40.73838949)
6504596	NYC Lab School	POINT(-74.00127965 40.74329882)
144269	Philip Marie	POINT(-74.0059641443 40.735868471)
2407331	Aria Wine Bar	POINT(-74.006736 40.735111)
433817	Tequila Chito's	POINT(-74.0005671913 40.7460355915)
1042241	James Beard House	POINT(-74.00381278 40.73841273)
2944306	Rimington Trophy - College Football Center Award	POINT(-74.00194323 40.75610226)
163249	'sNice	POINT(-74.0040623835 40.738057734)
844358	Chelsea Park Playground	POINT(-74.0003230833 40.7496675833)
280608	Dell' Anima	POINT(-74.00382268 40.73837381)
502920	Johnnys Bar	POINT(-74.0037533 40.73845404)
867976	Chelsea Lodge	POINT(-74.0010952833 40.7437098)
6787812	Shoegasm	POINT(-74.003092196 40.739428522)
131178	F.S.C. Barber	POINT(-74.0034805786 40.7388306255)
304550	Scorpio Unisex Hairdressers	POINT(-74.0290574667 40.7707453833)
2160024	August Restaurant	POINT(-74.00396651 40.73813837)
316827	Bar And Books	POINT(-74.00368416 40.73851633)
772957	Pasita	POINT(-74.0035862543 40.7386542474)
594091	Li-Lac Chocolates	POINT(-74.0040189028 40.7380471586)
628893	Rockbar	POINT(-74.0096783638 40.7326653766)
59350	Bank Of America	POINT(-74.03438975 40.7272859667)
429960	Murray's Bagels	POINT(-74.00176411 40.74184656)
389852	Cola's	POINT(-74.00176411 40.74184656)
1183151	P.S.11	POINT(-74.0008005637 40.7445808948)
6967573	NYC taxi	POINT(-74.000279383 40.747796083)
2902776	100 Town Square Place	POINT(-74.0332496166 40.7271368088)
1187160	Cherry Pit Theatre	POINT(-74.00588852 40.73583543)
5412032	SunGard	POINT(-74.034682 40.727313)
214788	Blue Ginger	POINT(-74.0022181333 40.7408706333)
2692484	Experience Spa & Salon	POINT(-74.032256767 40.727034417)
965997	The Center	POINT(-74.00360721 40.73856794)
59774	Cubby Hole	POINT(-74.0039033 40.7381167)
